#filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
025.jpg,586492,"{}",5,0,"{""name"":""rect"",""x"":631,""y"":249,""width"":145,""height"":112}","{}"
025.jpg,586492,"{}",5,1,"{""name"":""rect"",""x"":99,""y"":593,""width"":67,""height"":52}","{}"
025.jpg,586492,"{}",5,2,"{""name"":""rect"",""x"":466,""y"":1086,""width"":65,""height"":36}","{}"
025.jpg,586492,"{}",5,3,"{""name"":""rect"",""x"":683,""y"":793,""width"":79,""height"":62}","{}"
025.jpg,586492,"{}",5,4,"{""name"":""rect"",""x"":60,""y"":1077,""width"":44,""height"":46}","{}"
026.jpg,343399,"{}",9,0,"{""name"":""rect"",""x"":536,""y"":11,""width"":24,""height"":79}","{}"
026.jpg,343399,"{}",9,1,"{""name"":""rect"",""x"":287,""y"":8,""width"":119,""height"":82}","{}"
026.jpg,343399,"{}",9,2,"{""name"":""rect"",""x"":28,""y"":8,""width"":152,""height"":87}","{}"
026.jpg,343399,"{}",9,3,"{""name"":""rect"",""x"":34,""y"":249,""width"":64,""height"":47}","{}"
026.jpg,343399,"{}",9,4,"{""name"":""rect"",""x"":550,""y"":369,""width"":96,""height"":87}","{}"
026.jpg,343399,"{}",9,5,"{""name"":""rect"",""x"":77,""y"":370,""width"":87,""height"":82}","{}"
026.jpg,343399,"{}",9,6,"{""name"":""rect"",""x"":45,""y"":500,""width"":84,""height"":45}","{}"
026.jpg,343399,"{}",9,7,"{""name"":""rect"",""x"":555,""y"":651,""width"":30,""height"":76}","{}"
026.jpg,343399,"{}",9,8,"{""name"":""rect"",""x"":44,""y"":668,""width"":50,""height"":43}","{}"
027.jpg,234497,"{}",7,0,"{""name"":""rect"",""x"":18,""y"":162,""width"":42,""height"":45}","{}"
027.jpg,234497,"{}",7,1,"{""name"":""rect"",""x"":24,""y"":299,""width"":73,""height"":143}","{}"
027.jpg,234497,"{}",7,2,"{""name"":""rect"",""x"":417,""y"":281,""width"":69,""height"":162}","{}"
027.jpg,234497,"{}",7,3,"{""name"":""rect"",""x"":428,""y"":517,""width"":46,""height"":104}","{}"
027.jpg,234497,"{}",7,4,"{""name"":""rect"",""x"":357,""y"":541,""width"":40,""height"":59}","{}"
027.jpg,234497,"{}",7,5,"{""name"":""rect"",""x"":300,""y"":529,""width"":46,""height"":87}","{}"
027.jpg,234497,"{}",7,6,"{""name"":""rect"",""x"":224,""y"":558,""width"":55,""height"":70}","{}"
028.jpg,521826,"{}",9,0,"{""name"":""rect"",""x"":617,""y"":99,""width"":126,""height"":117}","{}"
028.jpg,521826,"{}",9,1,"{""name"":""rect"",""x"":641,""y"":324,""width"":90,""height"":82}","{}"
028.jpg,521826,"{}",9,2,"{""name"":""rect"",""x"":477,""y"":325,""width"":109,""height"":81}","{}"
028.jpg,521826,"{}",9,3,"{""name"":""rect"",""x"":166,""y"":336,""width"":76,""height"":48}","{}"
028.jpg,521826,"{}",9,4,"{""name"":""rect"",""x"":49,""y"":350,""width"":50,""height"":28}","{}"
028.jpg,521826,"{}",9,5,"{""name"":""rect"",""x"":611,""y"":736,""width"":123,""height"":88}","{}"
028.jpg,521826,"{}",9,6,"{""name"":""rect"",""x"":252,""y"":1017,""width"":115,""height"":125}","{}"
028.jpg,521826,"{}",9,7,"{""name"":""rect"",""x"":68,""y"":913,""width"":64,""height"":60}","{}"
028.jpg,521826,"{}",9,8,"{""name"":""rect"",""x"":80,""y"":1061,""width"":97,""height"":73}","{}"
029.jpg,394531,"{}",0,0,"{}","{}"
030.jpg,443005,"{}",13,0,"{""name"":""rect"",""x"":236,""y"":23,""width"":113,""height"":113}","{}"
030.jpg,443005,"{}",13,1,"{""name"":""rect"",""x"":414,""y"":35,""width"":123,""height"":102}","{}"
030.jpg,443005,"{}",13,2,"{""name"":""rect"",""x"":578,""y"":28,""width"":116,""height"":92}","{}"
030.jpg,443005,"{}",13,3,"{""name"":""rect"",""x"":607,""y"":148,""width"":84,""height"":97}","{}"
030.jpg,443005,"{}",13,4,"{""name"":""rect"",""x"":619,""y"":277,""width"":57,""height"":47}","{}"
030.jpg,443005,"{}",13,5,"{""name"":""rect"",""x"":110,""y"":373,""width"":135,""height"":63}","{}"
030.jpg,443005,"{}",13,6,"{""name"":""rect"",""x"":633,""y"":379,""width"":62,""height"":40}","{}"
030.jpg,443005,"{}",13,7,"{""name"":""rect"",""x"":407,""y"":506,""width"":58,""height"":52}","{}"
030.jpg,443005,"{}",13,8,"{""name"":""rect"",""x"":180,""y"":755,""width"":115,""height"":95}","{}"
030.jpg,443005,"{}",13,9,"{""name"":""rect"",""x"":50,""y"":740,""width"":100,""height"":106}","{}"
030.jpg,443005,"{}",13,10,"{""name"":""rect"",""x"":592,""y"":891,""width"":76,""height"":101}","{}"
030.jpg,443005,"{}",13,11,"{""name"":""rect"",""x"":307,""y"":905,""width"":95,""height"":77}","{}"
030.jpg,443005,"{}",13,12,"{""name"":""rect"",""x"":55,""y"":913,""width"":83,""height"":84}","{}"
031.jpg,497562,"{}",9,0,"{""name"":""rect"",""x"":598,""y"":110,""width"":142,""height"":167}","{}"
031.jpg,497562,"{}",9,1,"{""name"":""rect"",""x"":85,""y"":293,""width"":58,""height"":37}","{}"
031.jpg,497562,"{}",9,2,"{""name"":""rect"",""x"":69,""y"":422,""width"":135,""height"":203}","{}"
031.jpg,497562,"{}",9,3,"{""name"":""rect"",""x"":683,""y"":503,""width"":68,""height"":134}","{}"
031.jpg,497562,"{}",9,4,"{""name"":""rect"",""x"":49,""y"":768,""width"":82,""height"":66}","{}"
031.jpg,497562,"{}",9,5,"{""name"":""rect"",""x"":68,""y"":970,""width"":82,""height"":76}","{}"
031.jpg,497562,"{}",9,6,"{""name"":""rect"",""x"":236,""y"":979,""width"":45,""height"":31}","{}"
031.jpg,497562,"{}",9,7,"{""name"":""rect"",""x"":418,""y"":1006,""width"":99,""height"":137}","{}"
031.jpg,497562,"{}",9,8,"{""name"":""rect"",""x"":694,""y"":992,""width"":34,""height"":113}","{}"
032.jpg,465775,"{}",7,0,"{""name"":""rect"",""x"":127,""y"":406,""width"":71,""height"":29}","{}"
032.jpg,465775,"{}",7,1,"{""name"":""rect"",""x"":255,""y"":399,""width"":93,""height"":24}","{}"
032.jpg,465775,"{}",7,2,"{""name"":""rect"",""x"":394,""y"":415,""width"":66,""height"":120}","{}"
032.jpg,465775,"{}",7,3,"{""name"":""rect"",""x"":630,""y"":415,""width"":67,""height"":82}","{}"
032.jpg,465775,"{}",7,4,"{""name"":""rect"",""x"":587,""y"":746,""width"":65,""height"":35}","{}"
032.jpg,465775,"{}",7,5,"{""name"":""rect"",""x"":44,""y"":959,""width"":122,""height"":91}","{}"
032.jpg,465775,"{}",7,6,"{""name"":""rect"",""x"":668,""y"":706,""width"":46,""height"":35}","{}"
033.jpg,358108,"{}",13,0,"{""name"":""rect"",""x"":626,""y"":96,""width"":97,""height"":102}","{}"
033.jpg,358108,"{}",13,1,"{""name"":""rect"",""x"":397,""y"":44,""width"":62,""height"":27}","{}"
033.jpg,358108,"{}",13,2,"{""name"":""rect"",""x"":65,""y"":143,""width"":86,""height"":98}","{}"
033.jpg,358108,"{}",13,3,"{""name"":""rect"",""x"":623,""y"":387,""width"":96,""height"":49}","{}"
033.jpg,358108,"{}",13,4,"{""name"":""rect"",""x"":402,""y"":389,""width"":168,""height"":69}","{}"
033.jpg,358108,"{}",13,5,"{""name"":""rect"",""x"":226,""y"":369,""width"":133,""height"":107}","{}"
033.jpg,358108,"{}",13,6,"{""name"":""rect"",""x"":86,""y"":379,""width"":119,""height"":80}","{}"
033.jpg,358108,"{}",13,7,"{""name"":""rect"",""x"":99,""y"":562,""width"":78,""height"":78}","{}"
033.jpg,358108,"{}",13,8,"{""name"":""rect"",""x"":81,""y"":760,""width"":86,""height"":42}","{}"
033.jpg,358108,"{}",13,9,"{""name"":""rect"",""x"":301,""y"":735,""width"":86,""height"":78}","{}"
033.jpg,358108,"{}",13,10,"{""name"":""rect"",""x"":430,""y"":990,""width"":97,""height"":93}","{}"
033.jpg,358108,"{}",13,11,"{""name"":""rect"",""x"":692,""y"":960,""width"":31,""height"":123}","{}"
033.jpg,358108,"{}",13,12,"{""name"":""rect"",""x"":580,""y"":724,""width"":121,""height"":131}","{}"
034.jpg,133597,"{}",10,0,"{""name"":""rect"",""x"":391,""y"":61,""width"":46,""height"":47}","{}"
034.jpg,133597,"{}",10,1,"{""name"":""rect"",""x"":216,""y"":47,""width"":70,""height"":124}","{}"
034.jpg,133597,"{}",10,2,"{""name"":""rect"",""x"":141,""y"":44,""width"":55,""height"":74}","{}"
034.jpg,133597,"{}",10,3,"{""name"":""rect"",""x"":10,""y"":206,""width"":30,""height"":23}","{}"
034.jpg,133597,"{}",10,4,"{""name"":""rect"",""x"":32,""y"":312,""width"":34,""height"":24}","{}"
034.jpg,133597,"{}",10,5,"{""name"":""rect"",""x"":95,""y"":340,""width"":28,""height"":24}","{}"
034.jpg,133597,"{}",10,6,"{""name"":""rect"",""x"":358,""y"":308,""width"":81,""height"":93}","{}"
034.jpg,133597,"{}",10,7,"{""name"":""rect"",""x"":371,""y"":548,""width"":70,""height"":93}","{}"
034.jpg,133597,"{}",10,8,"{""name"":""rect"",""x"":65,""y"":519,""width"":79,""height"":184}","{}"
034.jpg,133597,"{}",10,9,"{""name"":""rect"",""x"":9,""y"":536,""width"":33,""height"":19}","{}"
035.jpg,326495,"{}",2,0,"{""name"":""rect"",""x"":182,""y"":180,""width"":377,""height"":84}","{}"
035.jpg,326495,"{}",2,1,"{""name"":""rect"",""x"":252,""y"":77,""width"":247,""height"":60}","{}"
036.jpg,541760,"{}",12,0,"{""name"":""rect"",""x"":641,""y"":77,""width"":93,""height"":78}","{}"
036.jpg,541760,"{}",12,1,"{""name"":""rect"",""x"":524,""y"":80,""width"":95,""height"":93}","{}"
036.jpg,541760,"{}",12,2,"{""name"":""rect"",""x"":362,""y"":64,""width"":122,""height"":110}","{}"
036.jpg,541760,"{}",12,3,"{""name"":""rect"",""x"":119,""y"":68,""width"":199,""height"":110}","{}"
036.jpg,541760,"{}",12,4,"{""name"":""rect"",""x"":118,""y"":418,""width"":269,""height"":61}","{}"
036.jpg,541760,"{}",12,5,"{""name"":""rect"",""x"":475,""y"":630,""width"":56,""height"":29}","{}"
036.jpg,541760,"{}",12,6,"{""name"":""rect"",""x"":684,""y"":615,""width"":46,""height"":38}","{}"
036.jpg,541760,"{}",12,7,"{""name"":""rect"",""x"":78,""y"":733,""width"":203,""height"":94}","{}"
036.jpg,541760,"{}",12,8,"{""name"":""rect"",""x"":40,""y"":854,""width"":88,""height"":50}","{}"
036.jpg,541760,"{}",12,9,"{""name"":""rect"",""x"":41,""y"":926,""width"":109,""height"":60}","{}"
036.jpg,541760,"{}",12,10,"{""name"":""rect"",""x"":590,""y"":946,""width"":29,""height"":34}","{}"
036.jpg,541760,"{}",12,11,"{""name"":""rect"",""x"":702,""y"":903,""width"":36,""height"":38}","{}"
037.jpg,374087,"{}",11,0,"{""name"":""rect"",""x"":607,""y"":65,""width"":122,""height"":80}","{}"
037.jpg,374087,"{}",11,1,"{""name"":""rect"",""x"":450,""y"":78,""width"":115,""height"":66}","{}"
037.jpg,374087,"{}",11,2,"{""name"":""rect"",""x"":289,""y"":74,""width"":114,""height"":102}","{}"
037.jpg,374087,"{}",11,3,"{""name"":""rect"",""x"":179,""y"":86,""width"":84,""height"":85}","{}"
037.jpg,374087,"{}",11,4,"{""name"":""rect"",""x"":56,""y"":78,""width"":109,""height"":105}","{}"
037.jpg,374087,"{}",11,5,"{""name"":""rect"",""x"":90,""y"":493,""width"":94,""height"":82}","{}"
037.jpg,374087,"{}",11,6,"{""name"":""rect"",""x"":244,""y"":481,""width"":40,""height"":40}","{}"
037.jpg,374087,"{}",11,7,"{""name"":""rect"",""x"":617,""y"":504,""width"":109,""height"":72}","{}"
037.jpg,374087,"{}",11,8,"{""name"":""rect"",""x"":576,""y"":869,""width"":92,""height"":62}","{}"
037.jpg,374087,"{}",11,9,"{""name"":""rect"",""x"":348,""y"":855,""width"":102,""height"":57}","{}"
037.jpg,374087,"{}",11,10,"{""name"":""rect"",""x"":103,""y"":862,""width"":129,""height"":52}","{}"
038.jpg,515800,"{}",10,0,"{""name"":""rect"",""x"":367,""y"":66,""width"":109,""height"":70}","{}"
038.jpg,515800,"{}",10,1,"{""name"":""rect"",""x"":621,""y"":480,""width"":78,""height"":89}","{}"
038.jpg,515800,"{}",10,2,"{""name"":""rect"",""x"":487,""y"":477,""width"":86,""height"":69}","{}"
038.jpg,515800,"{}",10,3,"{""name"":""rect"",""x"":229,""y"":444,""width"":114,""height"":115}","{}"
038.jpg,515800,"{}",10,4,"{""name"":""rect"",""x"":109,""y"":508,""width"":76,""height"":65}","{}"
038.jpg,515800,"{}",10,5,"{""name"":""rect"",""x"":73,""y"":692,""width"":99,""height"":119}","{}"
038.jpg,515800,"{}",10,6,"{""name"":""rect"",""x"":46,""y"":954,""width"":90,""height"":180}","{}"
038.jpg,515800,"{}",10,7,"{""name"":""rect"",""x"":292,""y"":936,""width"":121,""height"":199}","{}"
038.jpg,515800,"{}",10,8,"{""name"":""rect"",""x"":427,""y"":979,""width"":80,""height"":97}","{}"
038.jpg,515800,"{}",10,9,"{""name"":""rect"",""x"":678,""y"":995,""width"":66,""height"":70}","{}"
039.jpg,447608,"{}",10,0,"{""name"":""rect"",""x"":593,""y"":86,""width"":114,""height"":118}","{}"
039.jpg,447608,"{}",10,1,"{""name"":""rect"",""x"":598,""y"":285,""width"":122,""height"":95}","{}"
039.jpg,447608,"{}",10,2,"{""name"":""rect"",""x"":53,""y"":97,""width"":139,""height"":125}","{}"
039.jpg,447608,"{}",10,3,"{""name"":""rect"",""x"":61,""y"":284,""width"":142,""height"":126}","{}"
039.jpg,447608,"{}",10,4,"{""name"":""rect"",""x"":597,""y"":523,""width"":134,""height"":143}","{}"
039.jpg,447608,"{}",10,5,"{""name"":""rect"",""x"":57,""y"":504,""width"":129,""height"":182}","{}"
039.jpg,447608,"{}",10,6,"{""name"":""rect"",""x"":73,""y"":800,""width"":133,""height"":113}","{}"
039.jpg,447608,"{}",10,7,"{""name"":""rect"",""x"":76,""y"":1007,""width"":126,""height"":109}","{}"
039.jpg,447608,"{}",10,8,"{""name"":""rect"",""x"":581,""y"":797,""width"":141,""height"":141}","{}"
039.jpg,447608,"{}",10,9,"{""name"":""rect"",""x"":596,""y"":1021,""width"":110,""height"":119}","{}"
040.jpg,308114,"{}",14,0,"{""name"":""rect"",""x"":555,""y"":42,""width"":106,""height"":108}","{}"
040.jpg,308114,"{}",14,1,"{""name"":""rect"",""x"":73,""y"":131,""width"":61,""height"":29}","{}"
040.jpg,308114,"{}",14,2,"{""name"":""rect"",""x"":65,""y"":200,""width"":61,""height"":56}","{}"
040.jpg,308114,"{}",14,3,"{""name"":""rect"",""x"":614,""y"":356,""width"":85,""height"":90}","{}"
040.jpg,308114,"{}",14,4,"{""name"":""rect"",""x"":466,""y"":357,""width"":112,""height"":108}","{}"
040.jpg,308114,"{}",14,5,"{""name"":""rect"",""x"":464,""y"":532,""width"":65,""height"":87}","{}"
040.jpg,308114,"{}",14,6,"{""name"":""rect"",""x"":371,""y"":361,""width"":61,""height"":43}","{}"
040.jpg,308114,"{}",14,7,"{""name"":""rect"",""x"":172,""y"":381,""width"":61,""height"":18}","{}"
040.jpg,308114,"{}",14,8,"{""name"":""rect"",""x"":101,""y"":350,""width"":30,""height"":163}","{}"
040.jpg,308114,"{}",14,9,"{""name"":""rect"",""x"":139,""y"":713,""width"":81,""height"":71}","{}"
040.jpg,308114,"{}",14,10,"{""name"":""rect"",""x"":346,""y"":1012,""width"":41,""height"":34}","{}"
040.jpg,308114,"{}",14,11,"{""name"":""rect"",""x"":406,""y"":982,""width"":84,""height"":78}","{}"
040.jpg,308114,"{}",14,12,"{""name"":""rect"",""x"":554,""y"":686,""width"":126,""height"":88}","{}"
040.jpg,308114,"{}",14,13,"{""name"":""rect"",""x"":347,""y"":684,""width"":139,""height"":106}","{}"
041.jpg,409312,"{}",5,0,"{""name"":""rect"",""x"":50,""y"":166,""width"":107,""height"":46}","{}"
041.jpg,409312,"{}",5,1,"{""name"":""rect"",""x"":613,""y"":359,""width"":122,""height"":94}","{}"
041.jpg,409312,"{}",5,2,"{""name"":""rect"",""x"":314,""y"":367,""width"":93,""height"":68}","{}"
041.jpg,409312,"{}",5,3,"{""name"":""rect"",""x"":62,""y"":358,""width"":107,""height"":80}","{}"
041.jpg,409312,"{}",5,4,"{""name"":""rect"",""x"":89,""y"":903,""width"":80,""height"":53}","{}"
042.jpg,559230,"{}",13,0,"{""name"":""rect"",""x"":725,""y"":20,""width"":116,""height"":188}","{}"
042.jpg,559230,"{}",13,1,"{""name"":""rect"",""x"":462,""y"":49,""width"":208,""height"":142}","{}"
042.jpg,559230,"{}",13,2,"{""name"":""rect"",""x"":254,""y"":49,""width"":165,""height"":149}","{}"
042.jpg,559230,"{}",13,3,"{""name"":""rect"",""x"":66,""y"":80,""width"":135,""height"":126}","{}"
042.jpg,559230,"{}",13,4,"{""name"":""rect"",""x"":214,""y"":243,""width"":32,""height"":43}","{}"
042.jpg,559230,"{}",13,5,"{""name"":""rect"",""x"":106,""y"":516,""width"":92,""height"":135}","{}"
042.jpg,559230,"{}",13,6,"{""name"":""rect"",""x"":39,""y"":728,""width"":111,""height"":96}","{}"
042.jpg,559230,"{}",13,7,"{""name"":""rect"",""x"":312,""y"":731,""width"":124,""height"":95}","{}"
042.jpg,559230,"{}",13,8,"{""name"":""rect"",""x"":609,""y"":697,""width"":121,""height"":128}","{}"
042.jpg,559230,"{}",13,9,"{""name"":""rect"",""x"":751,""y"":688,""width"":88,""height"":70}","{}"
042.jpg,559230,"{}",13,10,"{""name"":""rect"",""x"":554,""y"":1099,""width"":125,""height"":70}","{}"
042.jpg,559230,"{}",13,11,"{""name"":""rect"",""x"":246,""y"":1048,""width"":115,""height"":141}","{}"
042.jpg,559230,"{}",13,12,"{""name"":""rect"",""x"":65,""y"":1205,""width"":39,""height"":59}","{}"
043.jpg,412514,"{}",14,0,"{""name"":""rect"",""x"":603,""y"":194,""width"":123,""height"":163}","{}"
043.jpg,412514,"{}",14,1,"{""name"":""rect"",""x"":654,""y"":869,""width"":70,""height"":37}","{}"
043.jpg,412514,"{}",14,2,"{""name"":""rect"",""x"":625,""y"":963,""width"":76,""height"":69}","{}"
043.jpg,412514,"{}",14,3,"{""name"":""rect"",""x"":623,""y"":495,""width"":113,""height"":118}","{}"
043.jpg,412514,"{}",14,4,"{""name"":""rect"",""x"":622,""y"":658,""width"":121,""height"":118}","{}"
043.jpg,412514,"{}",14,5,"{""name"":""rect"",""x"":536,""y"":505,""width"":60,""height"":57}","{}"
043.jpg,412514,"{}",14,6,"{""name"":""rect"",""x"":275,""y"":499,""width"":61,""height"":56}","{}"
043.jpg,412514,"{}",14,7,"{""name"":""rect"",""x"":53,""y"":645,""width"":142,""height"":139}","{}"
043.jpg,412514,"{}",14,8,"{""name"":""rect"",""x"":69,""y"":497,""width"":123,""height"":106}","{}"
043.jpg,412514,"{}",14,9,"{""name"":""rect"",""x"":495,""y"":853,""width"":86,""height"":57}","{}"
043.jpg,412514,"{}",14,10,"{""name"":""rect"",""x"":286,""y"":853,""width"":109,""height"":76}","{}"
043.jpg,412514,"{}",14,11,"{""name"":""rect"",""x"":271,""y"":1082,""width"":94,""height"":77}","{}"
043.jpg,412514,"{}",14,12,"{""name"":""rect"",""x"":73,""y"":844,""width"":115,""height"":92}","{}"
043.jpg,412514,"{}",14,13,"{""name"":""rect"",""x"":61,""y"":1089,""width"":102,""height"":42}","{}"
044.jpg,492560,"{}",4,0,"{""name"":""rect"",""x"":662,""y"":208,""width"":49,""height"":48}","{}"
044.jpg,492560,"{}",4,1,"{""name"":""rect"",""x"":80,""y"":328,""width"":73,""height"":98}","{}"
044.jpg,492560,"{}",4,2,"{""name"":""rect"",""x"":637,""y"":848,""width"":68,""height"":70}","{}"
044.jpg,492560,"{}",4,3,"{""name"":""rect"",""x"":142,""y"":907,""width"":41,""height"":25}","{}"
045.jpg,301766,"{}",0,0,"{}","{}"
046.jpg,427765,"{}",20,0,"{""name"":""rect"",""x"":629,""y"":66,""width"":115,""height"":61}","{}"
046.jpg,427765,"{}",20,1,"{""name"":""rect"",""x"":292,""y"":98,""width"":95,""height"":52}","{}"
046.jpg,427765,"{}",20,2,"{""name"":""rect"",""x"":167,""y"":53,""width"":48,""height"":38}","{}"
046.jpg,427765,"{}",20,3,"{""name"":""rect"",""x"":57,""y"":316,""width"":46,""height"":23}","{}"
046.jpg,427765,"{}",20,4,"{""name"":""rect"",""x"":196,""y"":249,""width"":77,""height"":69}","{}"
046.jpg,427765,"{}",20,5,"{""name"":""rect"",""x"":293,""y"":264,""width"":89,""height"":74}","{}"
046.jpg,427765,"{}",20,6,"{""name"":""rect"",""x"":621,""y"":290,""width"":31,""height"":61}","{}"
046.jpg,427765,"{}",20,7,"{""name"":""rect"",""x"":670,""y"":398,""width"":69,""height"":58}","{}"
046.jpg,427765,"{}",20,8,"{""name"":""rect"",""x"":419,""y"":415,""width"":105,""height"":110}","{}"
046.jpg,427765,"{}",20,9,"{""name"":""rect"",""x"":210,""y"":436,""width"":85,""height"":53}","{}"
046.jpg,427765,"{}",20,10,"{""name"":""rect"",""x"":65,""y"":431,""width"":115,""height"":95}","{}"
046.jpg,427765,"{}",20,11,"{""name"":""rect"",""x"":77,""y"":661,""width"":99,""height"":86}","{}"
046.jpg,427765,"{}",20,12,"{""name"":""rect"",""x"":606,""y"":710,""width"":117,""height"":70}","{}"
046.jpg,427765,"{}",20,13,"{""name"":""rect"",""x"":657,""y"":866,""width"":45,""height"":33}","{}"
046.jpg,427765,"{}",20,14,"{""name"":""rect"",""x"":462,""y"":874,""width"":92,""height"":41}","{}"
046.jpg,427765,"{}",20,15,"{""name"":""rect"",""x"":284,""y"":853,""width"":84,""height"":82}","{}"
046.jpg,427765,"{}",20,16,"{""name"":""rect"",""x"":277,""y"":1046,""width"":81,""height"":54}","{}"
046.jpg,427765,"{}",20,17,"{""name"":""rect"",""x"":280,""y"":1126,""width"":27,""height"":24}","{}"
046.jpg,427765,"{}",20,18,"{""name"":""rect"",""x"":102,""y"":842,""width"":77,""height"":27}","{}"
046.jpg,427765,"{}",20,19,"{""name"":""rect"",""x"":101,""y"":1070,""width"":95,""height"":77}","{}"
047.jpg,486802,"{}",15,0,"{""name"":""rect"",""x"":614,""y"":98,""width"":69,""height"":76}","{}"
047.jpg,486802,"{}",15,1,"{""name"":""rect"",""x"":361,""y"":72,""width"":46,""height"":62}","{}"
047.jpg,486802,"{}",15,2,"{""name"":""rect"",""x"":197,""y"":167,""width"":32,""height"":27}","{}"
047.jpg,486802,"{}",15,3,"{""name"":""rect"",""x"":42,""y"":72,""width"":64,""height"":33}","{}"
047.jpg,486802,"{}",15,4,"{""name"":""rect"",""x"":582,""y"":423,""width"":119,""height"":99}","{}"
047.jpg,486802,"{}",15,5,"{""name"":""rect"",""x"":371,""y"":419,""width"":111,""height"":85}","{}"
047.jpg,486802,"{}",15,6,"{""name"":""rect"",""x"":263,""y"":420,""width"":84,""height"":76}","{}"
047.jpg,486802,"{}",15,7,"{""name"":""rect"",""x"":61,""y"":423,""width"":131,""height"":80}","{}"
047.jpg,486802,"{}",15,8,"{""name"":""rect"",""x"":64,""y"":537,""width"":57,""height"":101}","{}"
047.jpg,486802,"{}",15,9,"{""name"":""rect"",""x"":513,""y"":772,""width"":168,""height"":119}","{}"
047.jpg,486802,"{}",15,10,"{""name"":""rect"",""x"":345,""y"":772,""width"":119,""height"":113}","{}"
047.jpg,486802,"{}",15,11,"{""name"":""rect"",""x"":235,""y"":822,""width"":82,""height"":40}","{}"
047.jpg,486802,"{}",15,12,"{""name"":""rect"",""x"":61,""y"":779,""width"":117,""height"":84}","{}"
047.jpg,486802,"{}",15,13,"{""name"":""rect"",""x"":111,""y"":1092,""width"":60,""height"":44}","{}"
047.jpg,486802,"{}",15,14,"{""name"":""rect"",""x"":23,""y"":1086,""width"":54,""height"":64}","{}"
048.jpg,472074,"{}",6,0,"{""name"":""rect"",""x"":600,""y"":122,""width"":115,""height"":121}","{}"
048.jpg,472074,"{}",6,1,"{""name"":""rect"",""x"":41,""y"":85,""width"":127,""height"":129}","{}"
048.jpg,472074,"{}",6,2,"{""name"":""rect"",""x"":40,""y"":357,""width"":101,""height"":53}","{}"
048.jpg,472074,"{}",6,3,"{""name"":""rect"",""x"":635,""y"":402,""width"":81,""height"":73}","{}"
048.jpg,472074,"{}",6,4,"{""name"":""rect"",""x"":565,""y"":589,""width"":159,""height"":118}","{}"
048.jpg,472074,"{}",6,5,"{""name"":""rect"",""x"":166,""y"":1069,""width"":60,""height"":50}","{}"
049.jpg,927432,"{}",25,0,"{""name"":""rect"",""x"":1109,""y"":921,""width"":94,""height"":66}","{}"
049.jpg,927432,"{}",25,1,"{""name"":""rect"",""x"":894,""y"":953,""width"":82,""height"":51}","{}"
049.jpg,927432,"{}",25,2,"{""name"":""rect"",""x"":761,""y"":842,""width"":94,""height"":52}","{}"
049.jpg,927432,"{}",25,3,"{""name"":""rect"",""x"":1101,""y"":363,""width"":120,""height"":75}","{}"
049.jpg,927432,"{}",25,4,"{""name"":""rect"",""x"":1229,""y"":333,""width"":101,""height"":72}","{}"
049.jpg,927432,"{}",25,5,"{""name"":""rect"",""x"":1307,""y"":559,""width"":61,""height"":41}","{}"
049.jpg,927432,"{}",25,6,"{""name"":""rect"",""x"":1087,""y"":624,""width"":28,""height"":42}","{}"
049.jpg,927432,"{}",25,7,"{""name"":""rect"",""x"":1087,""y"":803,""width"":314,""height"":19}","{}"
049.jpg,927432,"{}",25,8,"{""name"":""rect"",""x"":421,""y"":909,""width"":92,""height"":85}","{}"
049.jpg,927432,"{}",25,9,"{""name"":""rect"",""x"":450,""y"":779,""width"":80,""height"":91}","{}"
049.jpg,927432,"{}",25,10,"{""name"":""rect"",""x"":20,""y"":823,""width"":99,""height"":101}","{}"
049.jpg,927432,"{}",25,11,"{""name"":""rect"",""x"":31,""y"":578,""width"":64,""height"":37}","{}"
049.jpg,927432,"{}",25,12,"{""name"":""rect"",""x"":150,""y"":353,""width"":142,""height"":71}","{}"
049.jpg,927432,"{}",25,13,"{""name"":""rect"",""x"":316,""y"":363,""width"":54,""height"":37}","{}"
049.jpg,927432,"{}",25,14,"{""name"":""rect"",""x"":405,""y"":356,""width"":128,""height"":64}","{}"
049.jpg,927432,"{}",25,15,"{""name"":""rect"",""x"":167,""y"":459,""width"":21,""height"":16}","{}"
049.jpg,927432,"{}",25,16,"{""name"":""rect"",""x"":27,""y"":152,""width"":68,""height"":82}","{}"
049.jpg,927432,"{}",25,17,"{""name"":""rect"",""x"":19,""y"":38,""width"":139,""height"":85}","{}"
049.jpg,927432,"{}",25,18,"{""name"":""rect"",""x"":203,""y"":33,""width"":112,""height"":89}","{}"
049.jpg,927432,"{}",25,19,"{""name"":""rect"",""x"":342,""y"":35,""width"":100,""height"":82}","{}"
049.jpg,927432,"{}",25,20,"{""name"":""rect"",""x"":465,""y"":26,""width"":70,""height"":90}","{}"
049.jpg,927432,"{}",25,21,"{""name"":""rect"",""x"":754,""y"":26,""width"":118,""height"":90}","{}"
049.jpg,927432,"{}",25,22,"{""name"":""rect"",""x"":1259,""y"":45,""width"":152,""height"":92}","{}"
049.jpg,927432,"{}",25,23,"{""name"":""rect"",""x"":1243,""y"":845,""width"":73,""height"":37}","{}"
049.jpg,927432,"{}",25,24,"{""name"":""rect"",""x"":819,""y"":480,""width"":59,""height"":47}","{}"
